errorNum	errorId	userId	filename	errorType	delay	row	occurredTimestamp	displayedTimestamp	solvedTimestamp	detailFirstOpenedTimestamp	detailLastOpenedTimestamp	solved	displayed	detailOpened	errorDuration	displayedDuration	classActiveDuration	firstDetailToSolvedDuration	lastDetailToSolvedDuration	detailOpenedDelay	updatedCount	setCursorCount	detailOpenedCount	classActivatedCount
2015	265018315	52_23_21_52_22_61_15	Config.java	field is never used	60000	41	1518703150514	0	0	0	0	false	false	false	321597	0	44059	0	0	0	1	0	0	2
2360	-510872221	52_23_21_52_26_34_15	Pit.java	parameter is never used	30000	22	1518703356651	0	1518703370556	0	0	true	false	false	13905	0	13905	0	0	0	1	0	0	1
4458	-783121874	24_102_38_44_41_57_16	Pit.java	return is unnecessary as the last statement in a void method	15000	27	1518776034295	0	1518776036452	0	0	true	false	false	2157	0	2157	0	0	0	1	0	0	1
4901	-1067244721	52_23_21_52_19_121_16	Config.java	field is never used	60000	29	1518787047156	1518788104565	0	0	0	false	true	false	2878763	148875	208875	0	0	0	1	0	0	31
2364	-510872221	52_23_21_52_26_34_15	Pit.java	parameter is never used	30000	22	1518703413100	0	1518703416859	0	0	true	false	false	3759	0	3759	0	0	0	1	0	0	1
4869	920172863	52_23_21_52_18_38_16	Pit.java	field is never used	60000	13	1518790682508	0	1518790700107	0	0	true	false	false	17599	0	16027	0	0	0	1	0	0	2
2751	-199666137	0_21_93_34_27_2_16	Pit.java	field is never used	60000	12	1518775722107	0	1518775728107	0	0	true	false	false	6000	0	6000	0	0	0	1	0	0	1
5384	363478097	52_23_21_52_25_110_16	Pit.java	field is never used	60000	11	1518789782807	0	1518789784533	0	0	true	false	false	1726	0	1726	0	0	0	1	0	0	1
1863	-1211479560	52_23_21_52_19_45_15	Pit.java	field is never used	60000	22	1518705049473	0	1518705050363	0	0	true	false	false	890	0	890	0	0	0	1	0	0	1
4098	-1130662825	0_21_93_34_55_0_16	Pit.java	parameter is never used	30000	10	1518774803641	0	1518774808095	0	0	true	false	false	4454	0	4454	0	0	0	1	0	0	1
3643	-1402381697	0_21_93_34_43_0_16	Pit.java	field is never used	60000	30	1518775238114	0	1518775238551	0	0	true	false	false	437	0	437	0	0	0	1	0	0	1
3191	-510872221	0_21_93_34_35_0_16	Pit.java	parameter is never used	30000	17	1518774333160	1518774363160	1518774461856	0	0	true	true	false	128696	98696	128696	0	0	0	10	0	0	1
1969	-1437348834	52_23_21_52_19_92_15	Pit.java	statement expected	60000	30	1518705079737	0	1518705118645	0	0	true	false	false	38908	0	38908	0	0	0	6	0	0	1
4522	-954584574	24_102_38_44_43_62_16	Pit.java	field is never used	60000	20	1518774273012	0	1518774274593	0	0	true	false	false	1581	0	1581	0	0	0	1	0	0	1
1811	1392917891	52_23_21_52_19_45_15	Pit.java	access can be private	15000	5	1518702542454	0	1518702545065	0	0	true	false	false	2611	0	2611	0	0	0	3	0	0	1
3664	1016753393	0_21_93_34_43_0_16	GameManager.java	condition is always true	15000	69	1518776825347	1518776840347	0	0	0	false	true	false	677347	653179	668179	0	0	0	7	0	0	3
2291	-1399065445	52_23_21_52_25_127_15	Pit.java	if statement has empty body	15000	24	1518703143248	1518703158248	1518703256700	0	0	true	true	false	113452	80031	95031	0	0	0	1	0	0	2
4351	-568321613	24_102_38_44_103_59_16	Pit.java	parameter is never used	30000	9	1518774632665	0	1518774633508	0	0	true	false	false	843	0	843	0	0	0	1	0	0	1
1048	-706128993	24_102_38_44_40_11_15	Config.java	field is never used	60000	30	1518689190041	1518689563462	0	0	0	false	true	false	1186395	348713	408713	0	0	0	1	0	0	9
4353	-568321613	24_102_38_44_103_59_16	Pit.java	parameter is never used	30000	9	1518774644978	0	1518774645462	0	0	true	false	false	484	0	484	0	0	0	1	0	0	1
559	-504398622	0_21_93_34_40_0_15	Pit.java	field is never used	60000	29	1518689927725	0	1518689929044	0	0	true	false	false	1319	0	1319	0	0	0	1	0	0	1
2983	-1211479560	0_21_93_34_31_0_16	Pit.java	field is never used	60000	20	1518774248016	0	1518774249204	0	0	true	false	false	1188	0	1188	0	0	0	1	0	0	1
5578	-239891662	52_23_21_52_33_116_16	Pit.java	variable is never used	60000	14	1518787939232	0	1518787941893	0	0	true	false	false	2661	0	2661	0	0	0	1	0	0	1
1687	-2049185983	52_23_21_52_18_38_15	Pit.java	parameter is never used	30000	12	1518702422763	0	1518702429950	0	0	true	false	false	7187	0	7187	0	0	0	1	0	0	1
1810	1392917891	52_23_21_52_19_45_15	Pit.java	access can be private	15000	5	1518702536166	0	1518702536967	0	0	true	false	false	801	0	801	0	0	0	1	0	0	1
2809	53029535	0_21_93_34_29_0_16	Pit.java	field is never used	60000	8	1518774098419	0	1518774099059	0	0	true	false	false	640	0	640	0	0	0	1	0	0	1
3579	608087647	0_21_93_34_43_0_16	Pit.java	field is never used	60000	21	1518774151773	0	1518774153749	0	0	true	false	false	1976	0	1976	0	0	0	1	0	0	1
2728	2074087788	0_21_93_34_27_2_16	Pit.java	variable is never used	60000	16	1518774670663	0	1518774671632	0	0	true	false	false	969	0	969	0	0	0	1	0	0	1
187	1798082946	0_21_93_34_28_0_15	Pit.java	field is never used	60000	6	1518687966373	0	1518687966966	0	0	true	false	false	593	0	593	0	0	0	1	0	0	1
2726	2074087788	0_21_93_34_27_2_16	Pit.java	variable is never used	60000	16	1518774663523	0	1518774667616	0	0	true	false	false	4093	0	4093	0	0	0	1	0	0	1
4921	115892546	52_23_21_52_19_121_16	Pit.java	field is never used	60000	22	1518788764757	0	1518788765178	0	0	true	false	false	421	0	421	0	0	0	1	0	0	1
129	-954584574	0_21_93_34_25_2_15	Pit.java	field is never used	60000	20	1518687876047	0	1518687877443	0	0	true	false	false	1396	0	1396	0	0	0	1	0	0	1
70	-297492503	0_21_93_34_24_0_15	GameManager.java	statement expected	60000	58	1518689162836	0	1518689164570	0	0	true	false	false	1734	0	1734	0	0	0	1	0	0	1
4870	920172863	52_23_21_52_18_38_16	Pit.java	field is never used	60000	13	1518790758310	0	1518790785444	0	0	true	false	false	27134	0	21585	0	0	0	1	0	0	2
3283	-736422198	0_21_93_34_35_0_16	GameManager.java	variable is never used	60000	60	1518776685490	0	1518776686582	0	0	true	false	false	1092	0	1092	0	0	0	1	0	0	1
4594	240676864	24_102_38_44_43_62_16	Pit.java	variable is never used	60000	23	1518776954778	0	1518776959606	0	0	true	false	false	4828	0	4828	0	0	0	1	0	0	1
4010	-971493832	0_21_93_34_49_0_16	Obstacle.java	statement expected	60000	30	1518775412554	0	1518775431267	0	0	true	false	false	18713	0	18713	0	0	0	3	0	0	1
1089	-1463592247	24_102_38_44_41_57_15	Pit.java	parameter is never used	30000	11	1518689259914	0	1518689283082	0	0	true	false	false	23168	0	23168	0	0	0	1	0	0	1
4011	-971493832	0_21_93_34_49_0_16	Obstacle.java	statement expected	60000	30	1518775432006	0	1518775450771	0	0	true	false	false	18765	0	18765	0	0	0	9	0	0	1
3111	-1739192734	0_21_93_34_34_0_16	Pit.java	field is never used	60000	4	1518773783581	0	1518773784181	0	0	true	false	false	600	0	600	0	0	0	1	0	0	1
624	-1873895737	0_21_93_34_43_0_15	Pit.java	parameter is never used	30000	13	1518689182301	0	1518689208875	0	0	true	false	false	26574	0	26574	0	0	0	1	0	0	1
874	-562340512	0_21_93_34_47_0_15	Pit.java	variable is never used	60000	18	1518690287791	1518690347791	1518690383399	0	0	true	true	false	95608	35608	95608	0	0	0	1	0	0	1
4707	1765958277	52_23_21_52_17_127_16	Pit.java	parameter is never used	30000	9	1518788461683	0	1518788463567	0	0	true	false	false	1884	0	1884	0	0	0	1	0	0	1
5399	1013860442	52_23_21_52_25_110_16	Pit.java	variable is never used	60000	25	1518790487105	0	1518790520847	0	0	true	false	false	33742	0	28388	0	0	0	1	0	0	2
5455	232478778	52_23_21_52_32_13_16	Pit.java	field is never used	60000	18	1518787789651	0	1518787790297	0	0	true	false	false	646	0	646	0	0	0	1	0	0	1
2383	1921835775	52_23_21_52_26_34_15	GameManager.java	field is never used	60000	24	1518704162046	0	1518704170720	0	0	true	false	false	8674	0	8674	0	0	0	1	0	0	1
3058	2019519973	0_21_93_34_33_0_16	Pit.java	parameter is never used	30000	7	1518773705172	0	1518773715313	0	0	true	false	false	10141	0	10141	0	0	0	1	0	0	1
2249	1058805026	52_23_21_52_25_110_15	Pit.java	field is never used	60000	17	1518703364896	0	1518703371537	0	0	true	false	false	6641	0	6641	0	0	0	1	0	0	1
3866	-783121874	0_21_93_34_47_0_16	Pit.java	return is unnecessary as the last statement in a void method	15000	33	1518775415400	0	1518775417798	0	0	true	false	false	2398	0	2398	0	0	0	1	0	0	1
4399	590770395	24_102_38_44_103_59_16	GameManager.java	if statement has empty body	15000	65	1518776800901	1518776815901	1518776817499	0	0	true	true	false	16598	1598	16598	0	0	0	1	0	0	1
4847	2074294277	52_23_21_52_18_38_16	Pit.java	parameter is never used	30000	12	1518788276450	1518788320046	1518788432770	0	0	true	true	false	156320	95475	125475	0	0	0	6	0	0	6
1668	988212478	52_23_21_52_18_38_15	Pit.java	field is never used	60000	8	1518702160244	0	1518702161307	0	0	true	false	false	1063	0	1063	0	0	0	1	0	0	1
4397	590770395	24_102_38_44_103_59_16	GameManager.java	if statement has empty body	15000	65	1518776798260	0	1518776799573	0	0	true	false	false	1313	0	1313	0	0	0	1	0	0	1
5603	1744282783	52_23_21_52_33_116_16	Pit.java	field is never used	60000	13	1518788273570	0	1518788285285	0	0	true	false	false	11715	0	11715	0	0	0	1	0	0	1
5584	-239891662	52_23_21_52_33_116_16	Pit.java	variable is never used	60000	24	1518788019674	0	1518788024158	0	0	true	false	false	4484	0	4484	0	0	0	1	0	0	1
5586	-239891662	52_23_21_52_33_116_16	Pit.java	variable is never used	60000	29	1518788025642	1518788085642	1518788103065	0	0	true	true	false	77423	17423	77423	0	0	0	5	0	0	1
2697	441511328	52_23_21_52_80_65_15	GameManager.java	variable is never used	60000	69	1518704622830	0	1518704623518	0	0	true	false	false	688	0	688	0	0	0	1	0	0	1
4615	1222422241	24_102_38_44_98_14_16	Config.java	field is never used	60000	28	1518774910705	0	0	0	0	false	false	false	48074	0	21519	0	0	0	1	0	0	2
2738	-199666137	0_21_93_34_27_2_16	Pit.java	field is never used	60000	11	1518774862053	0	1518774863913	0	0	true	false	false	1860	0	1860	0	0	0	1	0	0	1
3843	-783121874	0_21_93_34_47_0_16	Pit.java	return is unnecessary as the last statement in a void method	15000	28	1518775281002	0	1518775283300	0	0	true	false	false	2298	0	2298	0	0	0	1	0	0	1
69	-1236345545	0_21_93_34_24_0_15	GameManager.java	field is never used	60000	57	1518689144525	0	1518689145901	0	0	true	false	false	1376	0	1376	0	0	0	1	0	0	1
690	1090591603	0_21_93_34_44_0_15	Pit.java	field is never used	60000	14	1518689095712	0	1518689096321	0	0	true	false	false	609	0	609	0	0	0	1	0	0	1
1246	655772132	24_102_38_44_43_62_15	Pit.java	field is never used	60000	15	1518687942225	1518688002225	1518688119135	0	0	true	true	false	176910	116910	176910	0	0	0	5	0	0	1
3438	-900105325	0_21_93_34_40_0_16	Pit.java	parameter is never used	30000	10	1518774188066	1518774231550	1518774333490	0	0	true	true	false	145424	72466	102466	0	0	0	5	0	0	5
3793	-954584574	0_21_93_34_47_0_16	Pit.java	field is never used	60000	17	1518774369387	0	1518774370569	0	0	true	false	false	1182	0	1182	0	0	0	1	0	0	1
1522	-1678597162	24_102_38_44_98_14_15	Pit.java	variable is never used	60000	11	1518687831176	0	1518687832122	0	0	true	false	false	946	0	946	0	0	0	1	0	0	1
1649	-289558393	52_23_21_52_18_111_15	GameManager.java	field is never used	60000	56	1518703315470	0	1518703317048	0	0	true	false	false	1578	0	1578	0	0	0	1	0	0	1
2451	-404795883	52_23_21_52_32_122_15	Pit.java	parameter is never used	30000	9	1518704949820	1518705038821	0	0	0	false	true	false	670491	480443	510443	0	0	0	4	0	0	13
2091	-1174889133	52_23_21_52_23_106_15	Pit.java	parameter is never used	30000	11	1518703448383	0	1518703449133	0	0	true	false	false	750	0	750	0	0	0	1	0	0	1
958	-1939498983	24_102_38_44_102_75_15	Config.java	field is never used	60000	27	1518687399367	0	0	0	0	false	false	false	813323	0	13845	0	0	0	1	0	0	4
2094	-1174889133	52_23_21_52_23_106_15	Pit.java	parameter is never used	30000	11	1518703451276	0	1518703452057	0	0	true	false	false	781	0	781	0	0	0	1	0	0	1
4327	-848238273	24_102_38_44_103_59_16	Pit.java	field is never used	60000	6	1518773975709	0	1518773976474	0	0	true	false	false	765	0	765	0	0	0	1	0	0	1
5760	-2048107861	52_23_21_52_80_65_16	GameManager.java	field is never used	60000	26	1518789370871	0	1518789385714	0	0	true	false	false	14843	0	14843	0	0	0	1	0	0	1
2765	470026911	0_21_93_34_27_2_16	GameManager.java	field is never used	60000	54	1518776055996	0	1518776056949	0	0	true	false	false	953	0	953	0	0	0	1	0	0	1
3185	-1442507234	0_21_93_34_35_0_16	Pit.java	field is never used	60000	18	1518774263846	0	1518774264322	0	0	true	false	false	476	0	476	0	0	0	1	0	0	1
3311	1353303106	0_21_93_34_37_0_16	pit.java	field is never used	60000	10	1518774205618	1518774265618	1518774303437	1518774283571	1518774283571	true	true	true	97819	37819	97819	19866	19866	0	1	0	1	1
3310	1353303106	0_21_93_34_37_0_16	pit.java	field is never used	60000	10	1518774176245	0	1518774185358	0	0	true	false	false	9113	0	9113	0	0	0	1	0	0	1
2705	-882570788	0_21_93_34_27_2_16	Ground.java	field is never used	60000	23	1518773976678	0	1518773977193	0	0	true	false	false	515	0	515	0	0	0	1	0	0	1
3416	-1296689570	0_21_93_34_37_0_16	Pit.java	the assigned value is never used	60000	13	1518777021473	1518777300252	1518777577793	1518777546627	1518777546627	true	true	true	556320	69732	129732	31166	31166	246375	1	0	1	3
4416	778222623	24_102_38_44_41_57_16	Pit.java	field is never used	60000	23	1518773943145	0	1518773944351	0	0	true	false	false	1206	0	1206	0	0	0	1	0	0	1
3996	-1545062387	0_21_93_34_49_0_16	Obstacle.java	field is never used	60000	10	1518774887965	1518774947965	1518775061939	0	0	true	true	false	173974	56117	116117	0	0	0	1	0	0	4
4239	1557292864	24_102_38_44_102_75_16	ScoreBoard.java	parameter is never used	30000	11	1518774805115	0	1518774805553	0	0	true	false	false	438	0	438	0	0	0	1	0	0	1
4842	735124957	52_23_21_52_18_38_16	Pit.java	parameter is never used	30000	11	1518788264007	0	1518788264523	0	0	true	false	false	516	0	516	0	0	0	1	0	0	1
468	-679620493	0_21_93_34_40_0_15	Pit.java	parameter is never used	30000	5	1518687663692	0	1518687664223	0	0	true	false	false	531	0	531	0	0	0	1	0	0	1
1971	-1437348834	52_23_21_52_19_92_15	Pit.java	statement expected	60000	30	1518705156447	0	1518705158495	0	0	true	false	false	2048	0	2048	0	0	0	1	0	0	1
4848	735124957	52_23_21_52_18_38_16	Pit.java	parameter is never used	30000	11	1518788281133	0	1518788282445	0	0	true	false	false	1312	0	1312	0	0	0	1	0	0	1
673	1478928577	0_21_93_34_44_0_15	Config.java	field is never used	60000	31	1518688136694	1518688601612	0	0	0	false	true	false	1500800	17967	77967	0	0	0	1	0	0	24
1972	-1437348834	52_23_21_52_19_92_15	Pit.java	statement expected	60000	31	1518705166073	0	1518705182296	0	0	true	false	false	16223	0	16223	0	0	0	4	0	0	1
1334	1830242974	24_102_38_44_51_44_15	Pit.java	field is never used	60000	31	1518688323836	0	1518688329026	0	0	true	false	false	5190	0	5190	0	0	0	1	0	0	1
1335	1830242974	24_102_38_44_51_44_15	Pit.java	field is never used	60000	31	1518688331542	0	1518688334214	0	0	true	false	false	2672	0	2672	0	0	0	1	0	0	1
2212	1446274339	52_23_21_52_24_80_15	Pit.java	parameter is never used	30000	15	1518703488164	0	1518703492368	0	0	true	false	false	4204	0	4204	0	0	0	1	0	0	1
3072	1669487135	0_21_93_34_33_0_16	GameManager.java	field is never used	60000	35	1518774140078	0	1518774141672	0	0	true	false	false	1594	0	1594	0	0	0	1	0	0	1
91	696315187	0_21_93_34_24_0_15	GameManager.java	parameter is never used	30000	64	1518689710140	1518689740140	1518689757940	0	0	true	true	false	47800	17800	47800	0	0	0	1	0	0	1
2476	-1873895737	52_23_21_52_32_13_15	Pit.java	parameter is never used	30000	11	1518702267946	1518702338360	1518702625068	0	0	true	true	false	357122	193910	223910	0	0	0	5	0	0	14
795	-1065790043	0_21_93_34_47_0_15	GameManager.java	field is never used	60000	69	1518688040641	0	1518688043826	0	0	true	false	false	3185	0	3185	0	0	0	1	0	0	1
3673	-352422183	0_21_93_34_44_0_16	Pit.java	field is never used	60000	8	1518773939203	1518773999203	1518774217232	0	0	true	true	false	278029	137339	197339	0	0	0	3	0	0	8
3845	-783121874	0_21_93_34_47_0_16	Pit.java	return is unnecessary as the last statement in a void method	15000	28	1518775307511	1518775322511	1518775324066	0	0	true	true	false	16555	1555	16555	0	0	0	1	0	0	1
4156	-888768052	0_21_93_34_55_0_16	GameManager.java	statement expected	60000	82	1518776153628	0	1518776155690	0	0	true	false	false	2062	0	2062	0	0	0	1	0	0	1
5157	1478692959	52_23_21_52_23_106_16	Pit.java	field is never used	60000	7	1518787827807	0	1518787828736	0	0	true	false	false	929	0	929	0	0	0	1	0	0	1
1877	1354777055	52_23_21_52_19_92_15	Pit.java	field is never used	60000	7	1518704061702	0	1518704100920	0	0	true	false	false	39218	0	17147	0	0	0	1	0	0	3
1878	1354777055	52_23_21_52_19_92_15	Pit.java	field is never used	60000	8	1518704106717	1518704166717	1518704297775	0	0	true	true	false	191058	95255	155255	0	0	0	5	0	0	2
3315	994160898	0_21_93_34_37_0_16	pit.java	field is never used	60000	21	1518774468015	0	1518774468765	0	0	true	false	false	750	0	750	0	0	0	1	0	0	1
5122	-1463592247	52_23_21_52_22_87_16	Pit.java	parameter is never used	30000	17	1518788970035	0	1518788980495	0	0	true	false	false	10460	0	10460	0	0	0	1	0	0	1
1876	1354777055	52_23_21_52_19_92_15	Pit.java	field is never used	60000	5	1518704042194	0	1518704049630	0	0	true	false	false	7436	0	7436	0	0	0	1	0	0	1
1012	-1437348834	24_102_38_44_102_75_15	Pit.java	statement expected	60000	36	1518689920737	1518689980737	1518690116943	0	0	true	true	false	196206	136206	196206	0	0	0	16	0	0	1
1875	263733151	52_23_21_52_19_92_15	Pit.java	field is never used	60000	5	1518704041194	0	1518704042194	0	0	true	false	false	1000	0	1000	0	0	0	1	0	0	1
297	1058805026	0_21_93_34_31_0_15	Pit.java	field is never used	60000	22	1518688767219	0	1518688768110	0	0	true	false	false	891	0	891	0	0	0	1	0	0	1
3559	514079	0_21_93_34_43_0_16	Pit.java	field is never used	60000	9	1518773906900	0	1518773907358	0	0	true	false	false	458	0	458	0	0	0	1	0	0	1
298	1058805026	0_21_93_34_31_0_15	Pit.java	field is never used	60000	22	1518688769704	0	1518688770641	0	0	true	false	false	937	0	937	0	0	0	1	0	0	1
4879	665525221	52_23_21_52_18_83_16	JumpAndRun.java	statement expected	60000	57	1518784126170	0	1518784127009	0	0	true	false	false	839	0	839	0	0	0	1	0	0	1
1093	115892546	24_102_38_44_41_57_15	Pit.java	field is never used	60000	14	1518689316255	0	1518689316738	0	0	true	false	false	483	0	483	0	0	0	1	0	0	1
2928	-359582111	0_21_93_34_30_0_16	Config.java	field is never used	60000	34	1518775192941	0	0	0	0	false	false	false	32970	0	32970	0	0	0	1	0	0	1
4876	665525221	52_23_21_52_18_83_16	JumpAndRun.java	statement expected	60000	57	1518784112216	0	1518784123158	0	0	true	false	false	10942	0	10942	0	0	0	3	0	0	1
5726	358270207	52_23_21_52_80_65_16	Pit.java	field is never used	60000	11	1518787776235	1518787836235	1518787842194	0	0	true	true	false	65959	5959	65959	0	0	0	2	0	0	1
3975	265018315	0_21_93_34_49_0_16	Config.java	field is never used	60000	41	1518774213772	1518774810503	0	0	0	false	true	false	3475169	118733	178733	0	0	0	1	0	0	16
3923	137588839	0_21_93_34_47_0_16	Pit.java	the assigned value is never used	60000	15	1518777686421	0	1518777687010	0	0	true	false	false	589	0	589	0	0	0	1	0	0	1
82	2013507155	0_21_93_34_24_0_15	GameManager.java	parameter is never used	30000	64	1518689552741	0	1518689553725	0	0	true	false	false	984	0	984	0	0	0	1	0	0	1
4537	-2071914445	24_102_38_44_43_62_16	Pit.java	parameter is never used	30000	10	1518774629458	0	1518774634460	0	0	true	false	false	5002	0	5002	0	0	0	1	0	0	1
1023	1572820137	24_102_38_44_40_11_15	Pit.java	access can be private	15000	13	1518688994251	0	1518689006960	0	0	true	false	false	12709	0	12709	0	0	0	2	0	0	1
3890	1152567509	0_21_93_34_47_0_16	GameManager.java	field is never used	60000	25	1518776179429	0	1518776180743	0	0	true	false	false	1314	0	1314	0	0	0	1	0	0	1
5259	1669487135	52_23_21_52_24_80_16	GameManager.java	field is never used	60000	43	1518788489999	0	1518788490624	0	0	true	false	false	625	0	625	0	0	0	1	0	0	1
3741	520340383	0_21_93_34_44_0_16	GameManager.java	field is never used	60000	27	1518775838790	0	1518775841196	0	0	true	false	false	2406	0	2406	0	0	0	1	0	0	1
31	-1014379195	0_21_93_34_24_0_15	Pit.java	parameter is never used	30000	11	1518688001440	0	1518688022269	0	0	true	false	false	20829	0	20829	0	0	0	1	0	0	1
2691	1006534978	52_23_21_52_80_65_15	Pit.java	field is never used	60000	28	1518704444443	0	1518704444990	0	0	true	false	false	547	0	547	0	0	0	1	0	0	1
1238	655772132	24_102_38_44_43_62_15	Pit.java	field is never used	60000	13	1518687899123	0	1518687940262	0	0	true	false	false	41139	0	41139	0	0	0	1	0	0	1
3388	335466575	0_21_93_34_37_0_16	pit.java	parameter is never used	30000	11	1518775953262	0	1518775953741	0	0	true	false	false	479	0	479	0	0	0	1	0	0	1
1815	571238805	52_23_21_52_19_45_15	Pit.java	field is never used	60000	6	1518702580068	0	1518702580511	0	0	true	false	false	443	0	443	0	0	0	1	0	0	1
4036	1129172852	0_21_93_34_49_0_16	Obstacle.java	field is never used	60000	11	1518776176586	0	1518776188101	0	0	true	false	false	11515	0	11515	0	0	0	1	0	0	1
2120	-1678597162	52_23_21_52_24_100_15	Pit.java	variable is never used	60000	17	1518702390356	0	1518702410007	0	0	true	false	false	19651	0	19651	0	0	0	1	0	0	1
2429	-1641511454	52_23_21_52_32_122_15	Pit.java	field is never used	60000	2	1518702729793	0	1518702758236	0	0	true	false	false	28443	0	13155	0	0	0	1	0	0	3
2770	198761055	0_21_93_34_27_2_16	Pit.java	field is never used	60000	21	1518776166073	0	1518776202597	0	0	true	false	false	36524	0	30448	0	0	0	1	0	0	2
3060	1798082946	0_21_93_34_33_0_16	Pit.java	field is never used	60000	11	1518773750798	0	1518773751262	0	0	true	false	false	464	0	464	0	0	0	1	0	0	1
5763	441511328	52_23_21_52_80_65_16	GameManager.java	variable is never used	60000	69	1518789993863	0	1518789997207	0	0	true	false	false	3344	0	3344	0	0	0	1	0	0	1
2737	-435678449	0_21_93_34_27_2_16	Pit.java	field is never used	60000	11	1518774861678	0	1518774862053	0	0	true	false	false	375	0	375	0	0	0	1	0	0	1
5487	-783121874	52_23_21_52_32_13_16	Pit.java	return is unnecessary as the last statement in a void method	15000	32	1518788633989	0	1518788640223	0	0	true	false	false	6234	0	6234	0	0	0	1	0	0	1
5750	-2048107861	52_23_21_52_80_65_16	GameManager.java	field is never used	60000	25	1518788167105	1518788227105	1518788249346	0	0	true	true	false	82241	22241	82241	0	0	0	1	0	0	1
2162	1058805026	52_23_21_52_24_80_15	Pit.java	field is never used	60000	13	1518702101522	0	1518702104115	0	0	true	false	false	2593	0	2593	0	0	0	1	0	0	1
1482	265018315	24_102_38_44_98_14_15	Config.java	field is never used	60000	41	1518687573988	1518687719684	0	1518688101302	1518688101302	false	true	true	1341425	114852	174852	0	0	381618	1	0	1	20
2589	920172863	52_23_21_52_33_116_15	Pit.java	field is never used	60000	24	1518702790760	1518702896103	1518704233449	1518703142186	1518703142186	true	true	true	1442689	1098969	1158969	1091263	1091263	246083	25	0	1	19
5759	-2048107861	52_23_21_52_80_65_16	GameManager.java	field is never used	60000	25	1518789020966	1518789088348	1518789173520	1518789113759	1518789113759	true	true	true	152554	62077	122077	59761	59761	0	1	0	1	3
1094	-496017022	24_102_38_44_41_57_15	Pit.java	field is never used	60000	14	1518689316738	0	1518689317776	0	0	true	false	false	1038	0	1038	0	0	0	1	0	0	1
2552	-1722829502	52_23_21_52_32_13_15	Pit.java	field is never used	60000	31	1518704960634	0	1518704962477	0	0	true	false	false	1843	0	1843	0	0	0	1	0	0	1
4824	1222422241	52_23_21_52_18_38_16	Config.java	field is never used	60000	28	1518787049086	1518789270999	0	0	0	false	true	false	2424441	16001	76001	0	0	0	1	0	0	9
2279	-1960607803	52_23_21_52_25_127_15	Pit.java	parameter is never used	30000	12	1518702059371	1518702096440	1518702204838	0	0	true	true	false	145467	108398	138398	0	0	0	1	0	0	3
2772	-199666137	0_21_93_34_27_2_16	Pit.java	field is never used	60000	20	1518776166073	0	1518776197783	0	0	true	false	false	31710	0	25634	0	0	0	1	0	0	2
1475	-808509924	24_102_38_44_98_14_15	Pit.java	field is never used	60000	9	1518687455401	0	1518687456928	0	0	true	false	false	1527	0	1527	0	0	0	1	0	0	1
367	-36080065	0_21_93_34_34_0_15	Pit.java	field is never used	60000	16	1518688225977	1518688324798	0	0	0	false	true	false	1861075	1165340	1225340	0	0	0	5	0	0	47
3880	-706128993	0_21_93_34_47_0_16	Config.java	field is never used	60000	30	1518776058075	1518776118075	0	0	0	false	true	false	1166656	25671	85671	0	0	0	1	0	0	2
4518	-2071914445	24_102_38_44_43_62_16	Pit.java	parameter is never used	30000	11	1518774188997	0	1518774193963	0	0	true	false	false	4966	0	4966	0	0	0	1	0	0	1
3385	-2121712301	0_21_93_34_37_0_16	pit.java	parameter is never used	30000	11	1518775948719	0	1518775949562	0	0	true	false	false	843	0	843	0	0	0	1	0	0	1
311	1035216578	0_21_93_34_33_0_15	Pit.java	field is never used	60000	4	1518688130114	1518688190114	1518688246299	0	0	true	true	false	116185	56185	116185	0	0	0	1	0	0	1
953	1817763016	0_21_93_34_56_0_15	JumpAndRun.java	if statement has empty body	3000	23	1518686417141	1518686420141	1518686472295	1518686456111	1518686456111	true	true	true	55154	52154	55154	16184	16184	0	1	4	1	1
1656	174539999	52_23_21_52_18_111_15	Pit.java	field is never used	60000	8	1518703494611	0	1518703498971	0	0	true	false	false	4360	0	4360	0	0	0	1	0	0	1
5177	477857922	52_23_21_52_23_106_16	Pit.java	field is never used	60000	26	1518788613363	0	1518788616185	0	0	true	false	false	2822	0	2822	0	0	0	1	0	0	1
5549	-2106592978	52_23_21_52_32_13_16	PitListener.java	field is never used	60000	5	1518790909298	0	1518790909695	0	0	true	false	false	397	0	397	0	0	0	1	0	0	1
3261	211078678	0_21_93_34_35_0_16	Pit.java	variable is never used	60000	37	1518775911140	0	1518775912147	0	0	true	false	false	1007	0	1007	0	0	0	1	0	0	1
4584	1923815600	24_102_38_44_43_62_16	GameManager.java	variable is never used	60000	70	1518775864413	0	1518775865616	0	0	true	false	false	1203	0	1203	0	0	0	1	0	0	1
100	1746539766	0_21_93_34_24_0_15	GameManager.java	variable is never used	60000	60	1518690728742	0	1518690730461	0	0	true	false	false	1719	0	1719	0	0	0	1	0	0	1
4195	2089211330	24_102_38_44_102_75_16	pit.java	field is never used	60000	3	1518774059803	0	1518774060553	0	0	true	false	false	750	0	750	0	0	0	1	0	0	1
4883	665525221	52_23_21_52_18_83_16	JumpAndRun.java	statement expected	60000	57	1518784182965	0	1518784185210	0	0	true	false	false	2245	0	2245	0	0	0	2	0	0	1
3127	-635575649	0_21_93_34_34_0_16	Pit.java	field is never used	60000	12	1518774130364	0	1518774131927	0	0	true	false	false	1563	0	1563	0	0	0	1	0	0	1
